source_no;sku;slug;status;name_ar;name_en;category;category_slug;subcategory;brand;model;country_of_origin;unit;quantity;price_sar;price_type;availability;warranty;short_description_ar;full_description_ar;dimensions;voltage;frequency;phase;power;capacity;temperature_range;productivity;material;stainless_grade;image_filename;datasheet_filename;possible_duplicate_of;inferred_fields;data_quality;data_quality_notes;additional_image_filenames;image_count
85;EW-QT-0085;upright-refrigerator-1400-l-2-door-0085;active;ثلاجة عمودية 1400 لتر - 2 باب;Upright Refrigerator, 1400 L, 2 Door;التبريد والتجميد;refrigeration;الثلاجات العمودية;Tecnodom;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;ثلاجة عامودية 2 باب من TECNODOM -السطح الخارجي : الفولاذ المقاوم للصدأ -سعة : 1400 لتر -الابعاد :الارتفاع202CM العرض 138CM العمق79CM -استهلاك الطاقة:220V/60HZ/1N -6 ارفف قابلة للتعديل لتانسب الاحجام المختلفة -وحدات تحكم الكترونية في درجة الحرارة بين (1C◦:8C◦)…;ثلاجة عامودية 2 باب من TECNODOM -السطح الخارجي : الفولاذ المقاوم للصدأ -سعة : 1400 لتر -الابعاد :الارتفاع202CM العرض 138CM العمق79CM -استهلاك الطاقة:220V/60HZ/1N -6 ارفف قابلة للتعديل لتانسب الاحجام المختلفة -وحدات تحكم الكترونية في درجة الحرارة بين (1C◦:8C◦) -مزودة بمروحة تبريد بالتهوئة القسرية -ضاغط اروبي - تحكم رقمي بدرجة الحرارة -درجة الحرارة المحيطة(استوائية):43C◦ MADE IN ITALY;غير مذكور;220V/60;60HZ;1N;غير مذكور;1400 لتر;;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0085.jpeg;EW-QT-0085.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
86;EW-QT-0086;commercial-gas-range-0086;active;موقد غاز تجاري 90 سم;Commercial Gas Range;معدات الطبخ;cooking-equipment;المواقد;غير مذكور;غير مذكور;إيطاليا;قطعة;1;;request_quote;غير محدد;غير مذكور;غاز 4 عيون من الفولاذ المقاوم للصدأ عيون إيطالي مفاتيح تركي ستناليس ستيل 304 تايواني غذائي مقاس 90x70x90cm;غاز 4 عيون من الفولاذ المقاوم للصدأ عيون إيطالي مفاتيح تركي ستناليس ستيل 304 تايواني غذائي مقاس 90x70x90cm;90x70x90cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0086.jpeg;EW-QT-0086.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
87;EW-QT-0087;electric-griddle-0087;active;جريل كهربائي 90 سم;Electric Griddle;معدات الطبخ;cooking-equipment;الجريلات;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;جريل كهرباء مقاس90CM 220V MADE IN CHINA;جريل كهرباء مقاس90CM 220V MADE IN CHINA;90CM;220V;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0087.png;EW-QT-0087.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
88;EW-QT-0088;pizza-preparation-refrigerator-0088;active;ثلاجة تحضير بيتزا;Pizza Preparation Refrigerator;التبريد والتجميد;refrigeration;ثلاجات التحضير;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;ثلاجة بيتزا من الفولاذ المقاوم للصدأ مع كمبورسر دانفوس و دائرة تبريد اروبية مقاس 150X70X90;ثلاجة بيتزا من الفولاذ المقاوم للصدأ مع كمبورسر دانفوس و دائرة تبريد اروبية مقاس 150X70X90;150X70X90;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0088.png;EW-QT-0088.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
89;EW-QT-0089;sauce-warmer-0089;active;سخان صوص 27 سم;Sauce Warmer;معدات الطبخ;cooking-equipment;سخانات الصوص;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;سخان صوص سعة 3 زجاجات أله احترار -600W 44X28X27CM- MADE IN CHINA;سخان صوص سعة 3 زجاجات أله احترار -600W 44X28X27CM- MADE IN CHINA;44X28X27CM;غير مذكور;غير مذكور;غير مذكور;600W;3;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0089.jpeg;EW-QT-0089.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
90;EW-QT-0090;chrome-shelving-unit-0090;active;وحدة أرفف هارد كروم;Chrome Shelving Unit;منتجات الستانلس ستيل;stainless-steel;الأرفف;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;وحدة ارفف هارد كروم 4رف -مصنوعة من الفولاذ المطلي بالكروم -ارفف قابلة للتعديل شديدة التحمل مقاس 90X45X180;وحدة ارفف هارد كروم 4رف -مصنوعة من الفولاذ المطلي بالكروم -ارفف قابلة للتعديل شديدة التحمل مقاس 90X45X180;90X45X180;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0090.jpeg;EW-QT-0090.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
91;EW-QT-0091;heat-lamp-0091;active;وحدة تسخين علوية 55 سم;Heat Lamp;البوفيهات والعرض;buffet-display;وحدات التسخين;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;سخان 1لمبة لتسخين البطاطا من الفولاذ المقاوم للصدأ مقاس 60x35x55cm -1000w 220v - MADE IN CHINA;سخان 1لمبة لتسخين البطاطا من الفولاذ المقاوم للصدأ مقاس 60x35x55cm -1000w 220v - MADE IN CHINA;60x35x55cm;220v;غير مذكور;غير مذكور;1000w;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0091.jpeg;EW-QT-0091.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور؛ توجد أبعاد Placeholder في المصدر وتحتاج استبدال;;1
92;EW-QT-0092;counter-freezer-1-door-0092;active;فريزر كاونتر 1 باب - 90 سم;Counter Freezer, 1 Door;التبريد والتجميد;refrigeration;فريزرات الكاونتر;Al Kayan Factory;غير مذكور;السعودية;قطعة;1;;request_quote;غير محدد;غير مذكور;فريزر كاونتر 1 باب من لفولاذ القماوم للصدأ اصلي 304 مقاس 70x75x90 cm من alkayan factory مع كومبرسر دانفوس ودائرة تبريد أوروبية;فريزر كاونتر 1 باب من لفولاذ القماوم للصدأ اصلي 304 مقاس 70x75x90 cm من alkayan factory مع كومبرسر دانفوس ودائرة تبريد أوروبية;70x75x90 cm;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0092.jpeg;EW-QT-0092.pdf;;sku, slug, name_en, category, subcategory, unit, quantity, country_of_origin;متوسط;بلد المنشأ مستنتج من اسم المصنع ويحتاج تأكيد؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
93;EW-QT-0093;stone-pizza-oven-0093;active;فرن بيتزا حجري 50 سم;Stone Pizza Oven;معدات المخابز;bakery-equipment;أفران البيتزا;غير مذكور;غير مذكور;السعودية;قطعة;1;;request_quote;غير محدد;غير مذكور;فرن بيتزا و معجنات يعمل بالغاز درجة حرارة تصل الي 500 درجة مئوية ساعة لقياس درجة الحرارة أرضية من الحجر البازلتي مزود بكفرات لسهولة التنقل مقاس فتحة الفرن 30X50CM قطر الحجر من الداخل 90CM MADE IN K S A;فرن بيتزا و معجنات يعمل بالغاز درجة حرارة تصل الي 500 درجة مئوية ساعة لقياس درجة الحرارة أرضية من الحجر البازلتي مزود بكفرات لسهولة التنقل مقاس فتحة الفرن 30X50CM قطر الحجر من الداخل 90CM MADE IN K S A;30X50CM;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;;غير مذكور;غير مذكور;غير مذكور;EW-QT-0093.jpeg;EW-QT-0093.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
94;EW-QT-0094;planetary-mixer-0094;active;خلاط كوكبي;Planetary Mixer;معدات المخابز;bakery-equipment;الخلاطات والعجانات;Starich;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;مكسر 60 liter مع ثلاث مضارب و ثلاث سرعات من starich MADE IN CHINA;مكسر 60 liter مع ثلاث مضارب و ثلاث سرعات من starich MADE IN CHINA;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0094.jpeg;EW-QT-0094.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;متوسط;رقم الموديل غير مذكور؛ السعر غير مذكور;;1
95;EW-QT-0095;digital-scale-0095;active;ميزان رقمي;Digital Scale;معدات التحضير;food-preparation;الموازين;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;ميزان ديجتال 40kg MADE IN CHINA;ميزان ديجتال 40kg MADE IN CHINA;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;40kg;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0095.png;EW-QT-0095.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
96;EW-QT-0096;hand-wash-sink-0096;active;حوض غسيل يدوي;Hand Wash Sink;معدات الغسيل;warewashing;أحواض غسيل اليدين;غير مذكور;غير مذكور;غير مذكور;قطعة;1;;request_quote;غير محدد;غير مذكور;حوض غسيل ركبة بدون خلاط من الفولاذ المقاوم للصدأ;حوض غسيل ركبة بدون خلاط من الفولاذ المقاوم للصدأ;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;فولاذ مقاوم للصدأ;غير مذكور;EW-QT-0096.png;EW-QT-0096.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ بلد المنشأ غير مذكور؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
97;EW-QT-0097;heat-lamp-0097;active;وحدة تسخين علوية;Heat Lamp;البوفيهات والعرض;buffet-display;وحدات التسخين;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;وحدة تسخين علوية 2 لمبة MADE IN CHINA;وحدة تسخين علوية 2 لمبة MADE IN CHINA;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0097.png;EW-QT-0097.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
98;EW-QT-0098;panini-grill-0098;active;سخان ساندوتش;Panini Grill;معدات الطبخ;cooking-equipment;سخانات الساندوتش;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;سخان ساندوتش MADE IN CHINA;سخان ساندوتش MADE IN CHINA;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0098.png;EW-QT-0098.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
99;EW-QT-0099;digital-platform-scale-0099;active;ميزان طبلية رقمي;Digital Platform Scale;معدات التحضير;food-preparation;الموازين;غير مذكور;غير مذكور;الصين;قطعة;1;;request_quote;غير محدد;غير مذكور;ميزان طبلية ديجتال300KG MADE IN CHINA;ميزان طبلية ديجتال300KG MADE IN CHINA;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;غير مذكور;EW-QT-0099.png;EW-QT-0099.pdf;;sku, slug, name_en, category, subcategory, unit, quantity;يحتاج مراجعة;العلامة التجارية غير مذكورة؛ رقم الموديل غير مذكور؛ السعر غير مذكور;;1
